group size,duration,duration (minutes)
1,33.0492337468598,118977.241488695
2,16.5727238833242,59661.8059799671
4,8.28909577455786,29840.7447884083
8,4.16057103700108,14978.0557332039
16,2.20457342869706,7936.4643433094
32,1.14152616282304,4109.49418616295
64,0.611408833265305,2201.0717997551
128,0.331698119110531,1194.11322879791
256,0.131717079546716,474.181486368179
512,0.0566086613469654,203.791180849075
1024,0.0287596203883489,103.534633398056
2048,0.0279524555471208,1.67714733282725
